Protocol,Round,ConsensusError,GradientNorm,Normalized_Energy
Ours,33,8.923237609816605,0.23894799957089582,0.9540525365222905
Ours,34,8.922752937698505,0.23891666267960882,0.9527331727771075
Ours,35,8.922270314727486,0.23888546786495776,0.9514139133019732
Ours,36,8.921789727912362,0.23885441387993286,0.9500947525500666
Ours,37,8.921311164080318,0.23882349949371168,0.9487756853747535
Ours,38,8.920834609913125,0.23879272349138134,0.9474567069924982
Ours,39,8.920360051978903,0.23876208467366702,0.9461378129500793
Ours,40,8.919887476759627,0.23873158185666593,0.9448189990955136
Ours,41,8.91941687067507,0.23870121387158713,0.9435002615521851
Ours,42,8.91894822010411,0.23867097956449645,0.9421815966957539
Ours,43,8.918481511403055,0.2386408777960673,0.940863001133482
Ours,44,8.918016730921856,0.23861090744133612,0.9395444716856792
Ours,45,8.917553865018448,0.23858106738946344,0.9382260053689911
Ours,46,8.917092900071284,0.23855135654349924,0.9369075993813134
Ours,47,8.916633822490391,0.2385217738201537,0.9355892510881489
Ours,48,8.916176618727144,0.23849231814957236,0.9342709580102293
Ours,49,8.915721275282829,0.23846298847511618,0.9329527178122551
Ours,50,8.915318534866369,0.23843378375314542,0.9316345295210815
Ours,51,8.914917392156568,0.23840470295280877,0.9303163910499399
Ours,52,8.914517836946022,0.23837574505583603,0.9289983004282117
Ours,53,8.914119859000131,0.23834690905633524,0.9276802557935574
Ours,54,8.91372344806759,0.23831819396059395,0.9263622553846885
Ours,55,8.913328593889991,0.23828959878688424,0.9250442975347252
Ours,56,8.912935286210278,0.23826112256527188,0.9237263806650761
Ours,57,8.912543514780591,0.23823276433742877,0.9224085032797957
Ours,58,8.912153269369213,0.23820452315644988,0.9210906639603713
Ours,59,8.911764539766873,0.23817639808667304,0.9197728613608979
Ours,60,8.911377315792482,0.2381483882035025,0.9184550942036144
Ours,61,8.910991587298192,0.23812049259323606,0.9171373612747621
Ours,62,8.91060734417417,0.23809271035289542,0.9158196614207399
Ours,63,8.910224576352606,0.2380650405900599,0.9145019935445273
Ours,64,8.90984327381166,0.23803748242270312,0.9131843566023679
Ours,65,8.909463426578688,0.23801003497903328,0.9118667496006597
Ours,66,8.909085024733377,0.237982697397336,0.9105491715930856
Ours,67,8.9087080584105,0.2379554688258203,0.9092316216779036
Ours,68,8.908332517802265,0.23792834842246793,0.9079140989954457
Ours,69,8.907958393160554,0.23790133535488467,0.9065966027257528
Ours,70,8.9075856747989,0.23787442880015533,0.9052791320863892
Ours,71,8.907214353094114,0.23784762794470088,0.903961686330379
Ours,72,8.906844418487921,0.2378209319841386,0.9026442647442748
Ours,73,8.906475861488241,0.23779434012314452,0.9013268666463528
Ours,74,8.906108672670335,0.23776785157531868,0.9000094913849215
Ours,75,8.905742842677892,0.23774146556305278,0.8986921383367233
Ours,76,8.905378362223841,0.23771518131740013,0.8973748069054444
Ours,77,8.905015222091183,0.23768899807794824,0.8960574965203112
Ours,78,8.904653413133529,0.2376629150926937,0.8947402066347643
Ours,79,8.90429292627567,0.23763693161791896,0.8934229367252219
Ours,80,8.903933752513968,0.237611046918072,0.8921056862899086
Ours,81,8.903575882916734,0.23758526026564755,0.8907884548477543
Ours,82,8.903219308624422,0.2375595709410709,0.8894712419373526
Ours,83,8.902864020849783,0.2375339782325834,0.8881540471159911
Ours,84,8.902510010878043,0.23750848143613051,0.8868368699587202
Ours,85,8.902157270066823,0.23748307985525133,0.8855197100574884
Ours,86,8.901805789846195,0.2374577728009704,0.8842025670203175
Ours,87,8.901455561718555,0.2374325595916914,0.8828854404705304
Ours,88,8.901106577258458,0.23740743955309263,0.8815683300460131
Ours,89,8.900758828112544,0.23738241201802426,0.8802512353985251
Ours,90,8.900412305999176,0.23735747632640763,0.878934156193047
Ours,91,8.900067002708292,0.23733263182513611,0.8776170921071536
Ours,92,8.899722910101021,0.23730787786797777,0.8763000428304334
Ours,93,8.899380020109431,0.23728321381547954,0.8749830080639349
Ours,94,8.899038324736111,0.2372586390348735,0.8736659875196331
Ours,95,8.898697816053838,0.2372341528999842,0.8723489809199423
Ours,96,8.898358486205101,0.237209754791138,0.871031987997235
Ours,97,8.898020327401749,0.23718544409507364,0.8697150084934013
Ours,98,8.897683331924492,0.2371612202048548,0.8683980421594208
Ours,99,8.89734749212244,0.23713708251978355,0.8670810887549627
Ours,100,8.897018765118517,0.23711303044531573,0.8657641481795941
Ours,101,8.896691158870876,0.23708906339297756,0.8644472202087805
Ours,102,8.896364666058952,0.23706518078028369,0.8631303046255882
Ours,103,8.896039279427319,0.23704138203065653,0.8618134012203591
Ours,104,8.895714991785074,0.23701766657334725,0.8604965097904034
Ours,105,8.89539179600539,0.23699403384335757,0.8591796301396991
Ours,106,8.895069685025005,0.2369704832813634,0.8578627620786148
Ours,107,8.894748651843614,0.23694701433363927,0.8565459054236425
Ours,108,8.894428689523417,0.23692362645198445,0.8552290599971424
Ours,109,8.894109791188495,0.23690031909364992,0.8539122256271018
Ours,110,8.893791950024385,0.23687709172126664,0.8525954021469039
Ours,111,8.89347515927738,0.2368539438027751,0.8512785893951085
Ours,112,8.893159412254102,0.23683087481135598,0.8499617872152474
Ours,113,8.892844702320868,0.2368078842253618,0.848644995455618
Ours,114,8.892531022903157,0.23678497152824987,0.8473282139690994
Ours,115,8.892218367485091,0.23676213620851616,0.8460114426129725
Ours,116,8.8919067296088,0.2367393777596303,0.8446946812487406
Ours,117,8.891596102873907,0.23671669567997172,0.8433779297419707
Ours,118,8.891286480937021,0.2366940894727666,0.8420611879621344
Ours,119,8.890977857511073,0.23667155864602593,0.8407444557824597
Ours,120,8.890670226364824,0.23664910271248474,0.8394277330797855
Ours,121,8.8903635813223,0.23662672118954184,0.838111019734425
Ours,122,8.890057916262265,0.23660441359920092,0.8367943156300387
Ours,123,8.889753225117616,0.2365821794680126,0.8354776206535038
Ours,124,8.889449501874891,0.23656001832701687,0.8341609346947985
Ours,125,8.88914674057369,0.23653792971168716,0.8328442576468886
Ours,126,8.888844935306114,0.23651591316187454,0.831527589405616
Ours,127,8.888544080216318,0.2364939682217535,0.8302109298695949
Ours,128,8.888244169499874,0.23647209443976797,0.828894278940112
Ours,129,8.887945197403274,0.23645029136857867,0.8275776365210326
Ours,130,8.88764715822345,0.23642855856501063,0.8262610025187032
Ours,131,8.887350046307171,0.23640689559000247,0.8249443768418733
Ours,132,8.88705385605058,0.23638530200855531,0.8236277594016006
Ours,133,8.886758581898667,0.23636377738968356,0.8223111501111798
Ours,134,8.886464218344727,0.23634232130636562,0.8209945488860564
Ours,135,8.886170759929927,0.23632093333549578,0.8196779556437626
Ours,136,8.88587820124271,0.23629961305783667,0.8183613703038375
Ours,137,8.88558653691834,0.23627836005797256,0.8170447927877628
Ours,138,8.885295761638499,0.2362571739242632,0.815728223018899
Ours,139,8.885005870130586,0.23623605424879845,0.814411660922418
Ours,140,8.88471685716749,0.23621500062735357,0.813095106425248
Ours,141,8.88442871756685,0.23619401265934517,0.8117785594560114
Ours,142,8.884141446190815,0.23617308994778793,0.8104620199449726
Ours,143,8.883855037945443,0.2361522320992516,0.8091454878239805
Ours,144,8.883569487780226,0.2361314387238192,0.8078289630264218
Ours,145,8.883284790687728,0.23611070943504517,0.8065124454871697
Ours,146,8.883000941703045,0.2360900438499149,0.8051959351425343
Ours,147,8.882717935903376,0.23606944158880397,0.8038794319302198
Ours,148,8.882435768407573,0.23604890227543887,0.8025629357892834
Ours,149,8.882154434375728,0.23602842553685763,0.801246446660082
Ours,150,8.8818743649497,0.2360080110033713,0.7999299644930349
Ours,151,8.881595118288713,0.23598765830852597,0.7986134892309796
Ours,152,8.881316689678995,0.23596736708906543,0.797297020817945
Ours,153,8.88103907444626,0.23594713698489403,0.795980559199112
Ours,154,8.88076226795529,0.23592696763904053,0.7946641043207824
Ours,155,8.880486265609521,0.235906858697622,0.793347656130338
Ours,156,8.88021106285066,0.2358868098098088,0.7920312145762187
Ours,157,8.879936655158218,0.23586682062778933,0.7907147796078832
Ours,158,8.879663038049207,0.23584689080673596,0.7893983511757804
Ours,159,8.879390207077645,0.23582702000477115,0.7880819292313228
Ours,160,8.879118157834245,0.2358072078829339,0.7867655137268571
Ours,161,8.878846885945988,0.23578745410514695,0.7854491046156362
Ours,162,8.87857638707577,0.23576775833818434,0.7841327018517934
Ours,163,8.87830665692197,0.23574812025163935,0.7828163053903201
Ours,164,8.878037691218152,0.2357285395178929,0.781499915187038
Ours,165,8.877769485732676,0.2357090158120825,0.780183531198576
Ours,166,8.877502036268261,0.2356895488120716,0.7788671533823512
Ours,167,8.877235338661755,0.23567013819841923,0.7775507816965418
Ours,168,8.876969388783676,0.23565078365435022,0.7762344161000712
Ours,169,8.876704182537914,0.23563148486572572,0.7749180565525802
Ours,170,8.876439715861343,0.23561224152101423,0.7736017030144187
Ours,171,8.876175984723547,0.23559305331126296,0.7722853554466143
Ours,172,8.875912985126416,0.2355739199300695,0.7709690138108631
Ours,173,8.87565071310383,0.2355548410735541,0.7696526780695079
Ours,174,8.875389164721351,0.23553581644033197,0.7683363481855207
Ours,175,8.875128336075853,0.23551684573148646,0.7670200241224859
Ours,176,8.874868223295262,0.23549792865054212,0.7657037058445872
Ours,177,8.874608822538175,0.23547906490343837,0.7643873933165898
Ours,178,8.874350129993593,0.23546025419850355,0.7630710865038245
Ours,179,8.874092141880594,0.23544149624642904,0.7617547853721736
Ours,180,8.873834854447985,0.23542279076024422,0.7604384898880586
Ours,181,8.873578263974071,0.23540413745529112,0.7591222000184265
Ours,182,8.873322366766304,0.23538553604920004,0.7578059157307302
Ours,183,8.873067159161007,0.23536698626186509,0.7564896369929266
Ours,184,8.872812637523083,0.23534848781542028,0.7551733637734551
Ours,185,8.872558798245711,0.23533004043421563,0.7538570960412292
Ours,186,8.87230563775005,0.23531164384479392,0.7525408337656238
Ours,187,8.87205315248502,0.23529329777586755,0.7512245769164665
Ours,188,8.871801338926934,0.23527500195829584,0.7499083254640218
Ours,189,8.871550193579294,0.23525675612506253,0.7485920793789873
Ours,190,8.871299712972462,0.2352385600112534,0.7472758386324742
Ours,191,8.871049893663457,0.2352204133540347,0.745959603196006
Ours,192,8.870800732235619,0.2352023158926312,0.7446433730415051
Ours,193,8.870552225298376,0.23518426736830517,0.7433271481412826
Ours,194,8.870304369487023,0.23516626752433495,0.742010928468031
Ours,195,8.870057161462412,0.2351483161059946,0.7406947139948133
Ours,196,8.869810597910687,0.23513041286053293,0.739378504695058
Ours,197,8.869564675543067,0.23511255753715357,0.7380623005425453
Ours,198,8.869319391095667,0.23509474988699477,0.7367461015114047
Ours,199,8.869074741329063,0.23507698966310972,0.7354299075761035
Ours,200,8.868830745060924,0.2350592766204471,0.7341137187117178
Ours,201,8.868587377046168,0.2350416105158317,0.7327975348933714
Ours,202,8.868344634117568,0.23502399110794553,0.7314813560965053
Ours,203,8.868102513131534,0.23500641815730888,0.7301651822968713
Ours,204,8.867861010967843,0.23498889142626211,0.7288490134705209
Ours,205,8.867620124529466,0.23497141067894706,0.7275328495938058
Ours,206,8.867379850742324,0.23495397568128887,0.7262166906433631
Ours,207,8.867140186555037,0.23493658620097865,0.724900536596119
Ours,208,8.866901128938766,0.2349192420074553,0.7235843874292711
Ours,209,8.866662674886944,0.2349019428718884,0.7222682431202938
Ours,210,8.866424821415077,0.23488468856716083,0.720952103646923
Ours,211,8.86618756556052,0.23486747886785214,0.7196359689871599
Ours,212,8.865950904382297,0.23485031355022132,0.7183198391192555
Ours,213,8.865714834960844,0.23483319239219055,0.7170037140217137
Ours,214,8.865479354397898,0.23481611517332873,0.7156875936732827
Ours,215,8.865244459816163,0.23479908167483535,0.7143714780529481
Ours,216,8.865010148359206,0.23478209167952455,0.7130553671399319
Ours,217,8.864776417191225,0.23476514497180923,0.711739260913687
Ours,218,8.864543263496875,0.2347482413376856,0.7104231593538896
Ours,219,8.864310684481046,0.23473138056471773,0.7091070624404372
Ours,220,8.864078677368665,0.23471456244202238,0.707790970153445
Ours,221,8.863847239404562,0.23469778676025396,0.706474882473239
Ours,222,8.863616367853242,0.23468105331158964,0.7051587993803543
Ours,223,8.863386059998659,0.23466436188971482,0.7038427208555289
Ours,224,8.863156313144142,0.2346477122898085,0.7025266468797041
Ours,225,8.86292712461211,0.23463110430852901,0.7012105774340133
Ours,226,8.862698491743949,0.23461453774400007,0.6998945124997857
Ours,227,8.862470411899837,0.23459801239579628,0.6985784520585383
Ours,228,8.86224288245852,0.23458152806493007,0.6972623960919726
Ours,229,8.862015900817214,0.23456508455383737,0.6959463445819735
Ours,230,8.861789464391354,0.23454868166636447,0.6946302975106056
Ours,231,8.8615635706145,0.23453231920775466,0.6933142548601064
Ours,232,8.861338216938115,0.23451599698463507,0.6919982166128876
Ours,233,8.861113400831435,0.2344997148050035,0.6906821827515273
Ours,234,8.860889119781287,0.23448347247821577,0.6893661532587737
Ours,235,8.860665371291923,0.23446726981497285,0.6880501281175345
Ours,236,8.860442152884893,0.23445110662730842,0.6867341073108797
Ours,237,8.860219462098861,0.2344349827285763,0.685418090822035
Ours,238,8.859997296489423,0.2344188979334383,0.6841020786343822
Ours,239,8.859775653629024,0.23440285205785216,0.6827860707314545
Ours,240,8.859554531106731,0.23438684491905923,0.6814700670969341
Ours,241,8.859333926528144,0.23437087633557308,0.6801540677146497
Ours,242,8.859113837515226,0.23435494612716726,0.6788380725685754
Ours,243,8.858894261706123,0.23433905411486425,0.677522081642827
Ours,244,8.858675196755025,0.23432320012092356,0.6762060949216573
Ours,245,8.85845664033212,0.2343073839688307,0.6748901123894595
Ours,246,8.858238590123301,0.2342916054832858,0.6735741340307597
Ours,247,8.858021043830124,0.23427586449019278,0.6722581598302173
Ours,248,8.85780399916962,0.23426016081664805,0.6709421897726213
Ours,249,8.85758745387423,0.23424449429093,0.66962622384289
Ours,250,8.857371399500643,0.23422886474248833,0.6683102620258429
Ours,251,8.857155840031307,0.23421327200193312,0.6669943043066495
Ours,252,8.856940773243696,0.2341977159010248,0.6656783506706024
Ours,253,8.856726196930099,0.2341821962726635,0.6643624011031143
Ours,254,8.856512108897478,0.23416671295087896,0.663046455589715
Ours,255,8.856298506967434,0.23415126577082043,0.661730514116053
Ours,256,8.856085388975895,0.2341358545687467,0.6604145766678898
Ours,257,8.85587275277319,0.23412047918201606,0.6590986432311007
Ours,258,8.855660596223828,0.2341051394490767,0.6577827137916737
Ours,259,8.855448917206303,0.23408983520945706,0.656466788335703
Ours,260,8.855237713613137,0.23407456630375587,0.6551508668493927
Ours,261,8.855026983350639,0.2340593325736334,0.6538349493190537
Ours,262,8.854816724338804,0.23404413386180148,0.6525190357311008
Ours,263,8.854606934511223,0.23402897001201442,0.6512031260720529
Ours,264,8.854397611814937,0.23401384086906013,0.6498872203285286
Ours,265,8.854188754210362,0.23399874627875078,0.6485713184872481
Ours,266,8.853980359671128,0.23398368608791384,0.6472554205350307
Ours,267,8.853772426183985,0.23396866014438344,0.6459395264587929
Ours,268,8.853564951748677,0.23395366829699152,0.6446236362455453
Ours,269,8.853357934377884,0.233938710395559,0.6433077498823964
Ours,270,8.853151372097047,0.23392378629088748,0.6419918673565432
Ours,271,8.85294526294429,0.23390889583475058,0.6406759886552804
Ours,272,8.852739604970283,0.23389403887988572,0.6393601137659876
Ours,273,8.8525343962382,0.2338792152799855,0.6380442426761388
Ours,274,8.852329634823578,0.23386442488968998,0.6367283753732927
Ours,275,8.852125318814146,0.233849667564578,0.6354125118450963
Ours,276,8.85192144630984,0.2338349431611598,0.6340966520792819
Ours,277,8.851718015422636,0.23382025153686845,0.632780796063667
Ours,278,8.851515024276441,0.23380559255005223,0.6314649437861535
Ours,279,8.851312471007022,0.2337909660599671,0.6301490952347218
Ours,280,8.851110353761907,0.2337763719267686,0.6288332503974389
Ours,281,8.850908670700237,0.23376181001150445,0.627517409262448
Ours,282,8.850707419992762,0.2337472801761069,0.6262015718179732
Ours,283,8.850506599821637,0.23373278228338562,0.6248857380523166
Ours,284,8.850306208380422,0.23371831619701974,0.6235699079538576
Ours,285,8.850106243873912,0.23370388178155097,0.6222540815110517
Ours,286,8.849906704518096,0.23368947890237637,0.6209382587124284
Ours,287,8.849707588540065,0.23367510742574096,0.6196224395465932
Ours,288,8.84950889417786,0.23366076721873086,0.6183066240022231
Ours,289,8.849310619680463,0.23364645814926613,0.6169908120680709
Ours,290,8.849112763307645,0.233632180086094,0.6156750037329562
Ours,291,8.848915323329916,0.23361793289878194,0.6143591989857725
Ours,292,8.84871829802844,0.23360371645771075,0.6130433978154827
Ours,293,8.848521685694896,0.23358953063406812,0.6117276002111175
Ours,294,8.848325484631443,0.2335753752998417,0.6104118061617766
Ours,295,8.848129693150636,0.23356125032781266,0.6090960156566271
Ours,296,8.847934309575319,0.2335471555915492,0.6077802286849008
Ours,297,8.847739332238516,0.23353309096540006,0.6064644452358976
Ours,298,8.847544759483448,0.2335190563244881,0.6051486652989819
Ours,299,8.84735058966333,0.23350505154470405,0.6038328888635802
