Protocol,Round,ConsensusError,GradientNorm,Normalized_Energy
Ours,32,3.121176372348951,0.05162706090313899,0.9559642944062319
Ours,33,3.092403923891905,0.0507551753845522,0.954661682674116
Ours,34,3.0636281566903145,0.049927454115383525,0.9533591691593767
Ours,35,3.0348507357481145,0.04913973594825672,0.9520567495174794
Ours,36,3.006076337529134,0.0483884136210797,0.9507544196995837
Ours,37,2.9773118302217343,0.04767034908862726,0.9494521759237409
Ours,38,2.9485656337544732,0.04698280283124274,0.9481500146497613
Ours,39,2.9198472216802926,0.04632337466498977,0.9468479325571741
Ours,40,2.89116673497654,0.04568995405081931,0.9455459265258359
Ours,41,2.8625346840785397,0.045080678275610526,0.9442439936187882
Ours,42,2.8339617204219882,0.044493897177156475,0.942942131067057
Ours,43,2.8054584626901358,0.043928143324947495,0.9416403362561117
Ours,44,2.7770353660625693,0.043462670710550246,0.940338606713767
Ours,45,2.748702625214396,0.043061674763584884,0.9390369400993482
Ours,46,2.7204701037549346,0.04267302254436186,0.9377353341939384
Ours,47,2.692347284329363,0.04229625583385119,0.9364337868915898
Ours,48,2.664343234820815,0.04193093093113937,0.9351322961913666
Ours,49,2.636466587051214,0.04157661911220429,0.9338308601901414
Ours,50,2.608703390271725,0.07239801151229287,0.9325294778522846
Ours,51,2.581083903991729,0.07181126643660381,0.9312281474441684
Ours,52,2.553615415141784,0.07124180248051734,0.9299268673122225
Ours,53,2.526304764781231,0.07077128031198496,0.9286256358779224
Ours,54,2.5007399818486196,0.07042840904479776,0.9273244516331874
Ours,55,2.4787112231275263,0.07009238695916684,0.9260233131361535
Ours,56,2.457036679420886,0.06976300646001064,0.9247222190072839
Ours,57,2.435708432830361,0.06944007038347291,0.9234211679257709
Ours,58,2.414718795704784,0.06912339117818359,0.9221201586262123
Ours,59,2.3940603015699247,0.068812790167168,0.9208191898955389
Ours,60,2.3737256964800935,0.06850809688198668,0.9195182605701632
Ours,61,2.3537079307801747,0.06820914846153628,0.9182173695333186
Ours,62,2.3340001512647865,0.06791578910871103,0.9169165157125995
Ours,63,2.314595693718587,0.06762786959882694,0.9156156980776666
Ours,64,2.2954880758216563,0.06734524683434419,0.9143149156380969
Ours,65,2.276670990402567,0.0670677834410002,0.9130141674413843
Ours,66,2.258138299022242,0.06679534740098579,0.911713452571067
Ours,67,2.239884025871475,0.0665278117192635,0.9104127701449672
Ours,68,2.2219023519655217,0.06626505411954997,0.9091121193135567
Ours,69,2.2041876096199275,0.06600695676686004,0.9078114992584045
Ours,70,2.1867342771916776,0.06575340601384881,0.9065109091907283
Ours,71,2.1695369740710584,0.0655042921684897,0.9052103483500296
Ours,72,2.152590455910369,0.06525950928089615,0.903909816002812
Ours,73,2.135889610075425,0.06501895494733426,0.9026093114413654
Ours,74,2.119429451307876,0.06478253012968904,0.9013088339826241
Ours,75,2.10320511758579,0.06455013898883599,0.9000083829670913
Ours,76,2.087211866171365,0.06432168873053998,0.8987079577578184
Ours,77,2.0714450698353417,0.06409708946265427,0.8974075577394365
Ours,78,2.055900213247654,0.0638762540625255,0.8961071823172504
Ours,79,2.040572889525294,0.06365909805362997,0.894806830916368
Ours,80,2.025458796928226,0.06344553949057247,0.8935065029808832
Ours,81,2.0105537356954506,0.06323549885167125,0.8922061979730997
Ours,82,1.9958536050129654,0.06302889893843791,0.890905915372789
Ours,83,1.9813544001067651,0.06282566478133306,0.8896056546764911
Ours,84,1.9670522094536298,0.06262572355124496,0.8883054153968459
Ours,85,1.9529432121036867,0.062429004476197175,0.8870051970619617
Ours,86,1.9390236751084962,0.06223543876284158,0.8857049992148097
Ours,87,1.9252899510489798,0.06204495952233992,0.884404821412647
Ours,88,1.9117384756581848,0.06185750170027796,0.8831046632264705
Ours,89,1.8983657655335908,0.061673002010291675,0.8818045242404975
Ours,90,1.885168415934612,0.061491398871118014,0.8805044040516592
Ours,91,1.8721430986607663,0.061312632346810836,0.8792043022691318
Ours,92,1.859286560006487,0.06113664408988816,0.877904218513882
Ours,93,1.848586129641577,0.06096337728719994,0.8766041524182255
Ours,94,1.8421260157150574,0.060792776608325105,0.8753041036254224
Ours,95,1.8358625763664864,0.06062478815632493,0.8740040717892725
Ours,96,1.829553274312925,0.06045935942069601,0.8727040565737393
Ours,97,1.8232014198239885,0.06029643923237991,0.8714040576525851
Ours,98,1.8168101862623511,0.060135977720700035,0.8701040747090244
Ours,99,1.8103826155061027,0.05997792627210679,0.8688041074353898
Ours,100,1.8039203249945852,0.06254842012293114,0.8675041556265406
Ours,101,1.7974274303003217,0.06238798389391717,0.8662042189917452
Ours,102,1.7909066088292056,0.06222992312884879,0.8649042972484725
Ours,103,1.7843604260801542,0.06207419185413865,0.863604390122112
Ours,104,1.7777913400464602,0.061920745219129505,0.8623044973457015
Ours,105,1.7712017054402636,0.06176953946237833,0.8610046186596723
Ours,106,1.7645937777475316,0.06162053187914979,0.8597047538115952
Ours,107,1.7579697171202606,0.061473680790083,0.8584049025559413
Ours,108,1.7513315921127326,0.06132894551098756,0.857105064653856
Ours,109,1.7446813832685695,0.06118628632372064,0.8558052398729337
Ours,110,1.7380209865644445,0.06104566444809836,0.854505427987005
Ours,111,1.7313522167169348,0.06090704201479609,0.8532056287759374
Ours,112,1.7246768103579755,0.06077038203919355,0.8519058420254296
Ours,113,1.7179964290842418,0.06064899589836654,0.850606067526834
Ours,114,1.7113126623861905,0.06061932742152026,0.84930630507696
Ours,115,1.7046270304613458,0.06059008473712399,0.8480065544779133
Ours,116,1.6979409869167452,0.06056124892273722,0.8467068155369161
Ours,117,1.6912559213652243,0.060532801937388206,0.8454070880661501
Ours,118,1.6845731619197797,0.06050472657634536,0.8441073718825952
Ours,119,1.6778939775902173,0.06047700642840286,0.8428076668078848
Ours,120,1.6712195805863472,0.06044962583553254,0.8415079726681549
Ours,121,1.6645511285310295,0.06042256985476352,0.8402082892939041
Ours,122,1.6578897265872163,0.06039582422215983,0.8389086165198605
Ours,123,1.651236429502356,0.060369375318773705,0.8376089541848514
Ours,124,1.644592243573306,0.06034321013845996,0.8363093021316731
Ours,125,1.6379581285352451,0.06031731625744384,0.8350096602069738
Ours,126,1.6313349993775452,0.060291681805541716,0.8337100282611356
Ours,127,1.624723728089383,0.06026629543893888,0.8324104061481585
Ours,128,1.6181251453382242,0.060241146314435855,0.8311107937255544
Ours,129,1.6115400420835853,0.06021622406507898,0.8298111908542396
Ours,130,1.6049691711287581,0.06019151877709646,0.8285115973984347
Ours,131,1.5984132486130143,0.060167020968065615,0.827212013225563
Ours,132,1.5918729554465503,0.060142721566241814,0.8259124382061607
Ours,133,1.5853489386905428,0.060118611890983116,0.8246128722137777
Ours,134,1.5788418128843458,0.060094683634208904,0.8233133151248946
Ours,135,1.5723521613221314,0.06007092884283466,0.8220137668188372
Ours,136,1.5658805372806508,0.06004733990212762,0.8207142271776886
Ours,137,1.5594274652003282,0.06002390951993219,0.8194146960862149
Ours,138,1.552993441821373,0.06000063071171648,0.8181151734317821
Ours,139,1.546578937276655,0.05997749678639433,0.8168156591042847
Ours,140,1.5401843961430217,0.059954501332879294,0.8155161529960722
Ours,141,1.5338102384527723,0.059931638207330835,0.8142166550018802
Ours,142,1.5274568606666963,0.059908901521053645,0.8129171650187602
Ours,143,1.521124636610324,0.05988628562901499,0.8116176829460146
Ours,144,1.514813918374577,0.05986378511894517,0.8103182086851343
Ours,145,1.5085250371824448,0.05984139480098971,0.8090187421397378
Ours,146,1.5022583042228215,0.059819109697882955,0.8077192832155089
Ours,147,1.496014011452848,0.05979692503561469,0.8064198318201405
Ours,148,1.4897924323698812,0.05977483623456295,0.8051203878632806
Ours,149,1.4835938227544037,0.05975283890106714,0.8038209512564749
Ours,150,1.4774186451915208,0.059929037101423235,0.8025215219203371
Ours,151,1.4712668996592095,0.05990713334166053,0.801222099770048
Ours,152,1.465138792876986,0.059885309144608725,0.7999226847225337
Ours,153,1.4590345165510479,0.05986356077402659,0.7986232766964203
Ours,154,1.452954247987495,0.05984188464368172,0.7973238756119881
Ours,155,1.4468981506822862,0.0598202773111082,0.7960244813911261
Ours,156,1.4408663748888144,0.05979873547165983,0.79472509395729
Ours,157,1.4348590581640996,0.05977725595284583,0.7934257132354573
Ours,158,1.4288763258942205,0.059755835708934064,0.7921263391520896
Ours,159,1.422918291800059,0.05973447181580841,0.7908269716350936
Ours,160,1.4169850584238775,0.059713161466067546,0.7895276106137807
Ours,161,1.4110767175976442,0.05969190196435216,0.7882282560188322
Ours,162,1.4051933508934016,0.059670690722888886,0.7869289077822597
Ours,163,1.3993350300569931,0.05964952525724005,0.7856295658373761
Ours,164,1.3935018174251699,0.059628403182247845,0.7843302301187556
Ours,165,1.387693766326924,0.05960732220816386,0.7830309005622075
Ours,166,1.381910921469836,0.0595862801369534,0.7817315771047378
Ours,167,1.3761533193116244,0.059565274858766615,0.7804322596845227
Ours,168,1.3704209884176926,0.05954430434856696,0.7791329482408782
Ours,169,1.3647139498052128,0.059523366662909895,0.7778336427142295
Ours,170,1.3590322172740217,0.05950245993686329,0.776534343046085
Ours,171,1.3533757977251233,0.059481582381063144,0.7752350491790091
Ours,172,1.3477446914669957,0.05946073227889732,0.7739357610565901
Ours,173,1.3421388925102142,0.059439907983811054,0.7726364786234232
Ours,174,1.3365583888510728,0.05941910791672807,0.7713372018250801
Ours,175,1.3310031627442016,0.05939833056358159,0.7700379306080838
Ours,176,1.325473190964854,0.05937757447294999,0.7687386649198923
Ours,177,1.3199684450612446,0.05935683825379161,0.7674394047088642
Ours,178,1.314488891597163,0.05933612057327378,0.7661401499242485
Ours,179,1.3090344923853368,0.0593154201546923,0.764840900516155
Ours,180,1.3036052047118702,0.059294735775475685,0.763541656435535
Ours,181,1.2982009815520452,0.05927406626527126,0.7622424176341647
Ours,182,1.2928217717778476,0.059253410504108234,0.7609431840646201
Ours,183,1.2874675203574288,0.05923276742063489,0.7596439556802637
Ours,184,1.2821381685470423,0.05921213599042581,0.7583447324352173
Ours,185,1.276833654075326,0.059191515234355736,0.7570455142843538
Ours,186,1.2715539113207464,0.05917090421703773,0.7557463011832745
Ours,187,1.2662988714817847,0.059150302045321394,0.7544470930882903
Ours,188,1.261068462740935,0.05912970786684961,0.7531478899564097
Ours,189,1.2558626104219528,0.059109120868670186,0.7518486917453182
Ours,190,1.250681237141196,0.05908854027590026,0.7505494984133669
Ours,191,1.2455242629528915,0.059067965350441086,0.7492503099195529
Ours,192,1.2403916054888344,0.059047395389740714,0.747951126223507
Ours,193,1.235283180092457,0.05902682972560249,0.746651947285481
Ours,194,1.2301988999477975,0.059006267723037735,0.745352773066328
Ours,195,1.2251386762031427,0.05898570877915953,0.7440536035274972
Ours,196,1.2201024180899958,0.0589651523221172,0.7427544386310094
Ours,197,1.2150900330371088,0.058944597810068645,0.7414552783394562
Ours,198,1.2101014267801014,0.05892404473018942,0.7401561226159786
Ours,199,1.2051365034667112,0.058903492597716524,0.7388569714242593
Ours,200,1.2001953623926893,0.05884705965677392,0.7375578247287903
Ours,201,1.1952777074251986,0.05882652128412335,0.7362586824943033
Ours,202,1.1903834385249996,0.058805982557636104,0.7349595446860339
Ours,203,1.1855124544456306,0.05878544309635901,0.7336604112697119
Ours,204,1.1806646528189766,0.05876490254306871,0.7323612822115513
Ours,205,1.175839930237342,0.058744360563497466,0.731062157478243
Ours,206,1.1710381823322118,0.05872381684558499,0.729763037036937
Ours,207,1.1662593038496383,0.058703271098755144,0.7284639208552389
Ours,208,1.161503188722661,0.0586827230532162,0.7271648089011992
Ours,209,1.156769730140566,0.058662172459283984,0.725865701143301
Ours,210,1.1520588206154296,0.058641619086727235,0.7245665975504574
Ours,211,1.147370352045641,0.05862106272413369,0.7232674980919949
Ours,212,1.1427042157770104,0.058600503178296515,0.7219684027376487
Ours,213,1.138060302661025,0.058579940273620325,0.7206693114575561
Ours,214,1.1334385031107959,0.05855937385154592,0.7193702242222437
Ours,215,1.1288387071545467,0.05853880376999281,0.7180711410026253
Ours,216,1.124260804486793,0.058518229902819296,0.7167720617699888
Ours,217,1.1197046845173177,0.05849765213929924,0.7154729864959903
Ours,218,1.115170236417969,0.05847707038361471,0.7141739151526488
Ours,219,1.1106573491675273,0.05845648455436427,0.7128748477123373
Ours,220,1.106165911594401,0.058435894584086136,0.7115757841477744
Ours,221,1.1016958124175418,0.05841530041879571,0.7102767244320228
Ours,222,1.0972469402855367,0.058394702017536965,0.708977668538474
Ours,223,1.0928191838138668,0.05837409935194714,0.7076786164408513
Ours,224,1.0884124316205752,0.05835349240583448,0.7063795681131976
Ours,225,1.0840265723601188,0.058332881174768404,0.7050805235298703
Ours,226,1.0796614947558625,0.058312265665681394,0.7037814826655345
Ours,227,1.075317087630912,0.058291645896482995,0.7024824454951631
Ours,228,1.070993239937582,0.05827102189568464,0.7011834119940212
Ours,229,1.0666898407854015,0.058250393702035455,0.6998843821376675
Ours,230,1.0624067794677874,0.05822976136416856,0.6985853559019499
Ours,231,1.0581439454875003,0.05820912494025746,0.6972863332629952
Ours,232,1.0539012285807208,0.058188484497682255,0.6959873141972039
Ours,233,1.049678518740087,0.058167840112705406,0.6946882986812521
Ours,234,1.0454757062364144,0.058147191870156455,0.6933892866920798
Ours,235,1.0443851772494646,0.05812653986312602,0.6920902782068872
Ours,236,1.0443480516047157,0.05810588419266792,0.6907912732031347
Ours,237,1.044311838879335,0.05808522496750998,0.6894922716585318
Ours,238,1.0442765059998,0.058064562303772896,0.6881932735510354
Ours,239,1.0442420211252261,0.05804389632469677,0.6868942788588481
Ours,240,1.0442083536013222,0.05802322716037532,0.6855952875604104
Ours,241,1.0441754739159947,0.058002554947497405,0.6842962996343978
Ours,242,1.0441433536566422,0.0579818798290958,0.6829973150597153
Ours,243,1.044111965469026,0.05796120195430288,0.6816983338154965
Ours,244,1.0440812830177377,0.05794052147811275,0.6803993558811
Ours,245,1.044051280948062,0.057919838561150336,0.6791003812360983
Ours,246,1.0440219348493163,0.057899153369446545,0.677801409860285
Ours,247,1.0439932212195888,0.057878466074219564,0.6765024417336638
Ours,248,1.0439651174317202,0.05785777685166224,0.6752034768364444
Ours,249,1.0439376017005944,0.057837085882735215,0.6739045151490453
Ours,250,1.0439106631079882,0.05776255893490466,0.6726055566519163
Ours,251,1.043884271243605,0.05774188520971613,0.6713066013258768
Ours,252,1.0438584066692462,0.05772121030573762,0.6700076491519406
Ours,253,1.0438330506695614,0.057700534420884624,0.6687087001113149
Ours,254,1.043808185225015,0.05767985775688312,0.6674097541853944
Ours,255,1.0437837929858975,0.057659180519094404,0.6661108113557623
Ours,256,1.0437598572472633,0.057638502916344744,0.6648118716041813
Ours,257,1.0437363619248918,0.0576178251607596,0.663512934912597
Ours,258,1.0437132915320197,0.05759714746760239,0.6622140012631318
Ours,259,1.0436906311570233,0.057576470055117686,0.6609150706380834
Ours,260,1.0436683664420179,0.05755579314437885,0.6596161430199206
Ours,261,1.043646483562022,0.05753511695913952,0.658317218391281
Ours,262,1.0436249692051485,0.05751444172568945,0.6570182967349718
Ours,263,1.0436038105533536,0.05749376767271394,0.6557193780339612
Ours,264,1.0435829952640818,0.057473095031157585,0.654420462271381
Ours,265,1.0435625114524252,0.05745242403409135,0.6531215494305219
Ours,266,1.0435423476740076,0.05743175491658343,0.6518226394948335
Ours,267,1.043522492908605,0.05741108791557374,0.6505237324479176
Ours,268,1.0435029365442512,0.05739042326975177,0.6492248282735298
Ours,269,1.043483668361969,0.05736976121943789,0.6479259269555752
Ours,270,1.0434646785211383,0.05734910200646779,0.6466270284781097
Ours,271,1.0434459575453128,0.05732844587408035,0.6453281328253311
Ours,272,1.0434274963086647,0.05730779306680841,0.6440292399815855
Ours,273,1.0434092860228734,0.057287143830372776,0.6427303499313576
Ours,274,1.0433913182244856,0.05726649841157897,0.6414314626592733
Ours,275,1.043373584762841,0.05724585705821724,0.6401325781500979
Ours,276,1.0433560777883433,0.05722522001896499,0.6388336963887304
Ours,277,1.0433387897412476,0.057204587543292156,0.6375348173602043
Ours,278,1.0433217133408648,0.05718395988136937,0.6362359410496867
Ours,279,1.0433048415750665,0.057163337283978446,0.6349370674424765
Ours,280,1.043288167690287,0.057142720002425824,0.633638196523998
Ours,281,1.0432716851819397,0.05712210828845814,0.6323393282798048
Ours,282,1.0432553877850543,0.05710150239418039,0.6310404626955758
Ours,283,1.0432392694653212,0.057080902571976545,0.6297415997571127
Ours,284,1.0432233244105469,0.057060309074432276,0.62844273945034
Ours,285,1.0432075470223277,0.057039722154260245,0.6271438817613026
Ours,286,1.0431919319080252,0.057019142064227146,0.6258450266761655
Ours,287,1.0431764738732139,0.05699856905708351,0.6245461741812086
Ours,288,1.0431611679141721,0.05697800338549493,0.623247324262829
Ours,289,1.043146009210795,0.056957445301975905,0.6219484769075384
Ours,290,1.0431309931197827,0.05693689505882536,0.6206496321019619
Ours,291,1.0431161151680577,0.056916352908064224,0.6193507898328346
Ours,292,1.0431013710462853,0.05689581910137489,0.6180519500870042
Ours,293,1.0430867566029456,0.056875293890042616,0.6167531128514238
Ours,294,1.0430722678383406,0.05685477752489864,0.6154542781131574
Ours,295,1.0430579008989747,0.05683427025626501,0.6141554458593717
Ours,296,1.043043652072053,0.05681377233390135,0.612856616077341
Ours,297,1.0430295177803337,0.05679328400695317,0.611557788754442
Ours,298,1.0430154945769905,0.056772805523901855,0.610258963878153
Ours,299,1.0430015791407616,0.056752337132516165,0.6089601414360548
