Protocol,Round,ConsensusError,GradientNorm,Normalized_Energy
Ours,76,10.937640215817966,0.32472665258327155,0.8971769091473072
Ours,77,10.937099262216602,0.32467784726178117,0.8958551808603009
Ours,78,10.93656034354771,0.3246292327139713,0.8945334597996939
Ours,79,10.936023445038186,0.3245808075084638,0.8932117458207887
Ours,80,10.935488552066138,0.3245325702297207,0.8918900387864093
Ours,81,10.934955650159274,0.3244845194778128,0.8905683385664369
Ours,82,10.934424724993294,0.3244366538681928,0.8892466450373898
Ours,83,10.933895762390248,0.3243889720314719,0.8879249580820222
Ours,84,10.933368748317006,0.3243414726132013,0.8866032775889485
Ours,85,10.932843668883537,0.32429415427365654,0.8852816034523002
Ours,86,10.932320510341356,0.32424701568762665,0.8839599355713901
Ours,87,10.931799259081872,0.3242000555442067,0.882638273850415
Ours,88,10.931279901634863,0.32415327254659376,0.8813166181981669
Ours,89,10.93076242466676,0.3241066654118868,0.8799949685277582
Ours,90,10.930246814979132,0.32406023287089014,0.8786733247563796
Ours,91,10.92973305950706,0.32401397366791995,0.877351686805056
Ours,92,10.929221145317598,0.32396788656061476,0.8760300545984308
Ours,93,10.928711059608158,0.3239219703197485,0.8747084280645516
Ours,94,10.928202789704978,0.3238762237290478,0.8733868071346833
Ours,95,10.927696323061618,0.3238306455850112,0.872065191743119
Ours,96,10.92719164725735,0.3237852346967325,0.8707435818270112
Ours,97,10.926688749995725,0.32373998988572694,0.8694219773262084
Ours,98,10.926187619102976,0.3236949099857599,0.8681003781831051
Ours,99,10.925688242526647,0.32364999384267884,0.8667787843424974
Ours,100,10.925195421038342,0.32360524031424825,0.8654571958579007
Ours,101,10.924704314017136,0.3235606482699875,0.8641356126781612
Ours,102,10.924214909870457,0.32351621659101026,0.8628140347541562
Ours,103,10.923727197120138,0.3234719441698687,0.8614924620386759
Ours,104,10.923241164401011,0.3234278299103983,0.8601708944863217
Ours,105,10.922756800459563,0.32338387272756663,0.8588493320534103
Ours,106,10.92227409415257,0.32334007154732375,0.8575277746978748
Ours,107,10.921793034445683,0.3232964253064555,0.856206222379183
Ours,108,10.921313610412227,0.3232529329524397,0.8548846750582533
Ours,109,10.920835811231752,0.3232095934433035,0.8535631326973772
Ours,110,10.920359626188787,0.32316640574748445,0.852241595260145
Ours,111,10.919885044671588,0.3231233688436927,0.8509200627113819
Ours,112,10.919412056170827,0.3230804817207762,0.8495985350170767
Ours,113,10.918940650278355,0.32303774337758806,0.8482770121443276
Ours,114,10.918470816685955,0.32299515282285546,0.8469554940612807
Ours,115,10.918002545184144,0.32295270907505125,0.8456339807370772
Ours,116,10.917535825660934,0.3229104111622676,0.8443124721418009
Ours,117,10.917070648100694,0.3228682581220914,0.8429909682464334
Ours,118,10.916607002582923,0.3228262490014819,0.841669469022806
Ours,119,10.916144879281134,0.32278438285665007,0.8403479744435574
Ours,120,10.915684268461684,0.3227426587529403,0.8390264844820927
Ours,121,10.915225160482644,0.32270107576471335,0.8377049991125497
Ours,122,10.91476754579273,0.3226596329752319,0.8363835183097565
Ours,123,10.914311414930149,0.32261832947654734,0.8350620420492014
Ours,124,10.913856758521577,0.3225771643693883,0.833740570307002
Ours,125,10.913403567281012,0.3225361367630519,0.8324191030598701
Ours,126,10.912951832008805,0.3224952457752948,0.8310976402850886
Ours,127,10.912501543590574,0.3224544905322285,0.8297761819604813
Ours,128,10.912052692996191,0.32241387016821366,0.828454728064389
Ours,129,10.911605271278772,0.3223733838257581,0.8271332785756431
Ours,130,10.911159269573691,0.322333030655415,0.8258118334735454
Ours,131,10.91071467909755,0.3222928098156839,0.8244903927378475
Ours,132,10.910271491147293,0.3222527204729118,0.8231689563487252
Ours,133,10.909829697099179,0.32221276180119707,0.8218475242867656
Ours,134,10.90938928840787,0.3221729329822941,0.8205260965329437
Ours,135,10.908950256605513,0.3221332332055195,0.8192046730686102
Ours,136,10.908512593300799,0.3220936616676601,0.8178832538754698
Ours,137,10.908076290178046,0.3220542175728817,0.8165618389355705
Ours,138,10.907641338996385,0.32201490013263995,0.8152404282312866
Ours,139,10.907207731588771,0.3219757085655918,0.813919021745305
Ours,140,10.906775459861215,0.32193664209750894,0.8125976194606126
Ours,141,10.906344515791888,0.3218976999611921,0.8112762213604836
Ours,142,10.90591489143025,0.3218588813963869,0.8099548274284687
Ours,143,10.905486578896275,0.32182018564970083,0.8086334376483838
Ours,144,10.905059570379604,0.32178161197452115,0.807312052004297
Ours,145,10.904633858138732,0.32174315963093486,0.8059906704805219
Ours,146,10.90420943450024,0.321704827885649,0.8046692930616061
Ours,147,10.903786291857948,0.32166661601191243,0.8033479197323239
Ours,148,10.903364422672242,0.32162852328943875,0.8020265504776668
Ours,149,10.90294381946919,0.3215905490043306,0.8007051852828342
Ours,150,10.902524859152518,0.32155269244900436,0.7993838241404079
Ours,151,10.902107148965955,0.3215149529221171,0.7980624670359633
Ours,152,10.901690681634358,0.3214773297284932,0.7967411139552631
Ours,153,10.901275449945317,0.321439822179053,0.7954197648842494
Ours,154,10.900861446748488,0.32140242959074244,0.7940984198090406
Ours,155,10.900448664954821,0.3213651512864632,0.7927770787159232
Ours,156,10.90003709753597,0.321327986595004,0.7914557415913447
Ours,157,10.899626737523468,0.32129093485097343,0.7901344084219128
Ours,158,10.899217578008203,0.321253995394733,0.7888130791943867
Ours,159,10.898809612139635,0.3212171675723315,0.7874917538956728
Ours,160,10.898402833125202,0.3211804507354402,0.7861704325128201
Ours,161,10.897997234229692,0.3211438442412892,0.7848491150330174
Ours,162,10.897592808774524,0.32110734745260433,0.7835278014435874
Ours,163,10.897189550137204,0.32107095973754496,0.7822064917319821
Ours,164,10.896787451750653,0.3210346804696433,0.7808851858857818
Ours,165,10.896386507102616,0.3209985090277433,0.7795638838926877
Ours,166,10.895986709735059,0.320962444795942,0.7782425857405224
