Protocol,Round,Jains_Index
HEED,234,0.9863180058908962
HEED,240,0.9858336118305981
HEED,246,0.9853282572521584
HEED,252,0.9847096394388841
HEED,258,0.9839656760283356
HEED,264,0.9834036118040562
HEED,270,0.9827541682146193
HEED,276,0.9819353327936308
HEED,282,0.9810238360757437
HEED,288,0.9800096926215117
HEED,294,0.9787757198068825
PEGASIS,0,0.996042820584932
PEGASIS,6,0.9959499182288678
PEGASIS,12,0.9958495417988792
PEGASIS,18,0.9957412286370392
PEGASIS,24,0.9956244842029857
PEGASIS,30,0.9954987795484076
PEGASIS,36,0.9953635485626119
PEGASIS,42,0.9952181849657126
PEGASIS,48,0.995062039023241
PEGASIS,54,0.9948944139529817
PEGASIS,60,0.99471456199137
PEGASIS,66,0.9945216800829173
PEGASIS,72,0.9943149051517773
PEGASIS,78,0.9940933089095506
PEGASIS,84,0.9938558921478259
PEGASIS,90,0.9936015784575187
PEGASIS,96,0.9933292073098253
PEGASIS,102,0.9930375264252678
PEGASIS,108,0.992725183347882
PEGASIS,114,0.992390716130739
PEGASIS,120,0.9920325430266832
PEGASIS,126,0.9916489510639381
PEGASIS,132,0.9912380833700021
PEGASIS,138,0.9907979250885491
PEGASIS,144,0.9903262877125689
PEGASIS,150,0.989820791632163
PEGASIS,156,0.989278846666778
PEGASIS,162,0.9886976303186198
PEGASIS,168,0.9880740634455759
PEGASIS,174,0.987404783007602
PEGASIS,180,0.9866861114888146
PEGASIS,186,0.9859140225374345
PEGASIS,192,0.9850841022957155
PEGASIS,198,0.9841915058102084
PEGASIS,204,0.9832309078171367
PEGASIS,210,0.9821964470857808
PEGASIS,216,0.9810816633716253
PEGASIS,222,0.9798794258770072
PEGASIS,228,0.9785818519360479
PEGASIS,234,0.9771802144276659
PEGASIS,240,0.9763923455486746
PEGASIS,246,0.9757938577861967
PEGASIS,252,0.9751552092935244
PEGASIS,258,0.9744727449915258
PEGASIS,264,0.9737423868267069
PEGASIS,270,0.9729595740272476
PEGASIS,276,0.9721191933468645
PEGASIS,282,0.9712154973469145
PEGASIS,288,0.970242008333259
PEGASIS,294,0.9691914050213652
DeepSensor,0,0.9960366276085251
DeepSensor,6,0.9959070924390137
DeepSensor,12,0.9957705576173159
DeepSensor,18,0.9956263408303577
DeepSensor,24,0.9954719154472893
DeepSensor,30,0.9953093110043046
DeepSensor,36,0.9951430666418085
DeepSensor,42,0.9949639281368023
DeepSensor,48,0.9947707797944702
DeepSensor,54,0.9945677544636401
DeepSensor,60,0.9943506607608946
DeepSensor,66,0.9941135390800643
DeepSensor,72,0.993860472753803
DeepSensor,78,0.9935898304286043
DeepSensor,84,0.9933086154337067
DeepSensor,90,0.9930078512092704
DeepSensor,96,0.9926822913214839
DeepSensor,102,0.9923311609417266
DeepSensor,108,0.9919514659224528
DeepSensor,114,0.9915355483248791
DeepSensor,120,0.991083082452932
DeepSensor,126,0.9905907848178834
DeepSensor,132,0.9900548022658993
DeepSensor,138,0.9894708311619248
DeepSensor,144,0.9888305543807333
DeepSensor,150,0.9881329051519342
DeepSensor,156,0.9873889691392351
DeepSensor,162,0.9865780659911138
DeepSensor,168,0.9856910810302515
DeepSensor,174,0.9847265531914745
DeepSensor,180,0.9836625858526369
DeepSensor,186,0.9824822241751441
DeepSensor,192,0.9811910468479983
DeepSensor,198,0.9797766694232731
DeepSensor,204,0.9782050543471169
DeepSensor,210,0.9764409033713851
DeepSensor,216,0.9744139995578929
DeepSensor,222,0.9721232171785693
DeepSensor,228,0.9695248509300985
DeepSensor,234,0.9665330946291452
DeepSensor,240,0.9631225595092365
DeepSensor,246,0.9592385966044014
DeepSensor,252,0.954821288532116
DeepSensor,258,0.9497765482973866
DeepSensor,264,0.9439550779552616
DeepSensor,270,0.9372226672242366
DeepSensor,276,0.9294391548137573
DeepSensor,282,0.9203617222657008
DeepSensor,288,0.9097227883416892
DeepSensor,294,0.8971673904797279
FL-Energy,0,0.9960386644826411
FL-Energy,6,0.9959220833123961
FL-Energy,12,0.9958002863937735
FL-Energy,18,0.9956729583575004
FL-Energy,24,0.9955397596700447
FL-Energy,30,0.9954003243808509
FL-Energy,36,0.9952542576211073
FL-Energy,42,0.9951011328222794
FL-Energy,48,0.9949404886179904
FL-Energy,54,0.9947718253874904
FL-Energy,60,0.99459460139257
FL-Energy,66,0.9944082284525032
FL-Energy,72,0.994212067092863
FL-Energy,78,0.9940054210939806
FL-Energy,84,0.99378753135277
FL-Energy,90,0.9935575689575398
FL-Energy,96,0.9933146273585405
FL-Energy,102,0.993057713497184
FL-Energy,108,0.992785737732905
FL-Energy,114,0.9924975023783499
FL-Energy,120,0.9921916886193093
FL-Energy,126,0.9918668415548109
FL-Energy,132,0.9915213530431138
FL-Energy,138,0.9911534419791906
FL-Energy,144,0.9907611315561191
FL-Energy,150,0.9903422229734204
FL-Energy,156,0.9898942649458178
FL-Energy,162,0.9894145182310157
FL-Energy,168,0.9888999142283816
FL-Energy,174,0.9883470064933257
FL-Energy,180,0.9877519137539665
FL-Energy,186,0.9871102526929194
FL-Energy,192,0.9864170583493028
FL-Energy,198,0.9856666894797673
FL-Energy,204,0.9848527155600606
FL-Energy,210,0.9839677812672065
FL-Energy,216,0.9830034431987393
FL-Energy,222,0.9819499721814116
FL-Energy,228,0.980796112690895
FL-Energy,234,0.9795287885004904
FL-Energy,240,0.9781327404995157
FL-Energy,246,0.9765900783910758
FL-Energy,252,0.9748797223018956
FL-Energy,258,0.972976702659089
FL-Energy,264,0.9708512762189141
FL-Energy,270,0.9684678017325066
FL-Energy,276,0.965783298751517
FL-Energy,282,0.9627455850933614
FL-Energy,288,0.9592908489285369
FL-Energy,294,0.9553404549992904
Ours,0,0.995738689880037
Ours,1,0.9957257909877584
Ours,2,0.995711859279549
Ours,3,0.9956977962257683
Ours,4,0.9956836474419675
Ours,5,0.9956694143217842
Ours,6,0.9956550978432326
Ours,7,0.9956406986014044
Ours,8,0.9956262168412732
Ours,9,0.9956116524797012
Ours,10,0.9955970051445955
Ours,11,0.9955822742306051
Ours,12,0.9955674589600719
Ours,13,0.9955525584395007
Ours,14,0.9955375717064685
Ours,15,0.9955224977655754
Ours,16,0.9955073356142345
Ours,17,0.9954920842600045
Ours,18,0.9954767427313955
Ours,19,0.9954613100838634
Ours,20,0.9954457854024322
Ours,21,0.9954301678020604
Ours,22,0.9954144564265497
Ours,23,0.9953986504466042
Ours,24,0.9953827490574056
Ours,25,0.9953667514760307
Ours,26,0.9953506569388222
Ours,27,0.9953344646988714
Ours,28,0.9953181740236423
Ours,29,0.9953017841927845
Ours,30,0.9952852944961421
Ours,31,0.9952687042319477
Ours,32,0.9952520127052124
Ours,33,0.9952352192262838
Ours,34,0.9952183231095522
Ours,35,0.9952013236723104
Ours,36,0.9951842202337401
Ours,37,0.9951670121140039
Ours,38,0.9951496986334419
Ours,39,0.9951322791118686
Ours,40,0.995114752867927
Ours,41,0.9950971192185293
Ours,42,0.9950793774783571
Ours,43,0.9950615269594137
Ours,44,0.9950435669706115
Ours,45,0.995025496817433
Ours,46,0.9950073158015937
Ours,47,0.9949890232207644
Ours,48,0.9949706183683074
Ours,49,0.9949521005330431
Ours,50,0.9949334690652333
Ours,51,0.9949147232445005
Ours,52,0.9948958623453622
Ours,53,0.9948768856370684
Ours,54,0.9948577923834683
Ours,55,0.9948385818428777
Ours,56,0.9948192532679515
Ours,57,0.9947998059055806
Ours,58,0.9947802389967899
Ours,59,0.9947605517766435
Ours,60,0.9947407434741541
Ours,61,0.9947208133122061
Ours,62,0.9947007605074697
Ours,63,0.9946805842703391
Ours,64,0.9946602838048543
Ours,65,0.9946398583086362
Ours,66,0.9946193069728303
Ours,67,0.9945986289820353
Ours,68,0.994577823514254
Ours,69,0.994556889740827
Ours,70,0.994535826826382
Ours,71,0.9945146339287809
Ours,72,0.9944933101990538
Ours,73,0.994471854781362
Ours,74,0.9944502668129338
Ours,75,0.9944285454240106
Ours,76,0.9944066897378019
Ours,77,0.994384698870425
Ours,78,0.99436257193086
Ours,79,0.9943403080208874
Ours,80,0.994317906235037
Ours,81,0.9942953656605402
Ours,82,0.9942726853772661
Ours,83,0.9942498644576734
Ours,84,0.994226901966753
Ours,85,0.9942037969619621
Ours,86,0.9941805484931867
Ours,87,0.9941571556026648
Ours,88,0.994133617324931
Ours,89,0.9941099326867693
Ours,90,0.9940861007071332
Ours,91,0.9940621203971025
Ours,92,0.9940379907598039
Ours,93,0.9940137107903609
Ours,94,0.9939892794758216
Ours,95,0.9939646957950995
Ours,96,0.9939399587188948
Ours,97,0.9939150672096407
Ours,98,0.9938900202214301
Ours,99,0.9938648166999366
Ours,100,0.993839455588646
Ours,101,0.9938139358162552
Ours,102,0.9937882563028336
Ours,103,0.993762415959756
Ours,104,0.9937364136896184
Ours,105,0.993710248386165
Ours,106,0.9936839189342161
Ours,107,0.993657424209579
Ours,108,0.9936307630789798
Ours,109,0.993603934399978
Ours,110,0.9935769370208811
Ours,111,0.9935497697806701
Ours,112,0.9935224315089044
Ours,113,0.9934949210256521
Ours,114,0.9934672371413891
Ours,115,0.9934393786569199
Ours,116,0.9934113443632869
Ours,117,0.9933831330416791
Ours,118,0.9933547434633484
Ours,119,0.993326174389507
Ours,120,0.9932974245712399
Ours,121,0.9932684927494152
Ours,122,0.9932393776545796
Ours,123,0.993210078006868
Ours,124,0.9931805925159013
Ours,125,0.9931509198806925
Ours,126,0.9931210587895432
Ours,127,0.9930910079199398
Ours,128,0.9930607659384575
Ours,129,0.9930303315006465
Ours,130,0.9929997032509389
Ours,131,0.9929688798225315
Ours,132,0.9929378598372838
Ours,133,0.9929066419056054
Ours,134,0.9928752246263493
Ours,135,0.9928436065866973
Ours,136,0.9928117863620507
Ours,137,0.9927797625159089
Ours,138,0.9927475335997641
Ours,139,0.9927150981529722
Ours,140,0.992682454702643
Ours,141,0.9926496017635181
Ours,142,0.9926165378378518
Ours,143,0.9925832614152819
Ours,144,0.9925497709727126
Ours,145,0.9925160649741852
Ours,146,0.9924821418707542
Ours,147,0.9924480001003545
Ours,148,0.9924136380876749
Ours,149,0.9923790542440277
Ours,150,0.9923442469675149
Ours,151,0.9923092146422943
Ours,152,0.9922739556387399
Ours,153,0.9922384683133085
Ours,154,0.9922027510083952
Ours,155,0.992166802052199
Ours,156,0.9921306197585745
Ours,157,0.9920942024268926
Ours,158,0.9920575483418913
Ours,159,0.9920206557735287
Ours,160,0.9919835229768358
Ours,161,0.9919461481917636
Ours,162,0.9919085296430312
Ours,163,0.9918706655399725
Ours,164,0.9918325540763775
Ours,165,0.9917941934303358
Ours,166,0.9917555817640812
